,title,full_text,comments_count
1359,Что ещё нас ждёт в мире сериалов в 2019?,"Что ещё нас ждёт в мире сериалов в 2019?. В первые четыре месяца года мы уже увидели несколько хороших работ, впереди ещё треть года и создатели шоу не сбавляют оборотов. Вот на что мы предлагаем обратить особое внимание с мая по декабрь.  1.  Любители зрелищных исторических костюмных драм могут начать май (5 мая, Starz) с Испанской принцессы (The Spanish Princess) - сериал о Екатерине Арагонской. Этот персонаж появляется на кино-и телеэкранах с завидной регулярностью, но обычно на вторых ролях в многочисленных историях о династии Тюдоров. Именно она была первой из шести жён Генриха Восьмого и матерью английской королевы Марии Тюдор. Первый сезон расскажет ранних годах Екатерины: воспитании в семье легендарных испанских королей Изабеллы и Фердинанда (тех самых, которые финансировали экспедицию Христофора Колумба в Индию, он тоже появится в сериале), свадьбе с британским принцем Артуром и последующем браке с его младшим братом Генрихом. 2.  Мини-сериал от HBO Чернобыль (Chernobyl), выходящий 6 мая, может стать очередным поводом для недовольства со стороны российского министерства культуры. Как понятно из названия, речь пойдёт об аварии на Чернобыльской АЭС в апреле 1986 года. Героями драматической истории станут обычные люди, работавшие на станции и участвовавшие в ликвидации последствий катастрофы. Не знаем, как там с исторической точностью, но уверены, что актёрские работы будут на высоте: Стеллан Скарсгард, Джаред Харрис и Эмили Уотсон редко когда разочаровывают. 3.  10 мая на Netflix очередная вариация “Повелителя мух” и “Праздника непослушания” в проекте Общество (The Society). Компания школьников обнаруживает себя в собственном городе, в котором внезапно отсутствуют и взрослые, и дети, и старики. Как мы знаем из классики, подростки в таких случаях сначала упиваются свободой, а потом отчаянно придумывают варианты выживания. 4.  В кинотеатрах мы уже видели “женские” версии Охотников за привидениями, Друзей Оушена и вот-вот выйдут и Отпетые мошенницы. Зрителям, которым этого мало, на домашних экранах с 13 мая покажут Лучшие в Лос-Анджелесе (L.A.'s Finest) - спин-офф художественных фильмов “Плохие парни” (с Уиллом Смитом и Мартином Лоуренсом). Две женщины-полицейские с разными судьбами и характерами борются с самыми опасными криминальными элементами города ангелов. Сомневаемся, что сериал протянет больше одного сезона, но будем рады посмотреть на красоток Джессику Альбу и Гэбриэл Юнион в главных ролях. 5.  Джордж Клуни в качестве продюсера известен тщательным подходом к делу. Проекты у него получаются не всегда захватывающими, но всегда крепко сделанными. На этот раз Клуни обратился к американской литературной классике прошлого века, антивоенной сатире Уловка-22 (Catch-22). Роман Дж.Хеллера экранизировался в 1970м году, а через три года, в 1973м была попытка создать сериал, но дальше пилота дело не пошло. Современная шестисерийная версия выйдет 17 мая на Hulu. События разворачиваются в 1944 году на одном из итальянских островков, где расквартирован полк американских лётчиков. Рядовым военнослужащим приходится ежедневно сталкиваться не только с реальной опасностью в виде немецких противников, но и с всё более абсурдными требованиями руководства. 6.  Большие эфирные американские каналы редко радуют аудиторию по-настоящему интересными проектами и вчистую проигрывают конкуренцию кабельным сетям и интернет-сервисам. Приключенческая новинка от CBS Кровь и сокровища (Blood & Treasure) (премьера 21 мая) тоже ни на что особенное не претендует, но судя по описанию, зрителей ожидает развлечение в духе фильмов Сокровище нации и Библиотекарей. По сюжету специалист по древностям объединяется с похитительницей произведений искусства, чтобы найти и обезвредить террориста, который финансирует свои зловещие операции, продавая артефакты. 7.   Рене Зеллвегер известная широкой публике прежде всего как Бриджит Джонс появится в роли загадочной женщины Анны в десятисерийном триллере Что/Если (What/If). Анна делает некой молодой паре сомнительное с моральной точки зрения предложение, от которого очень трудно отказаться, а в финале кого-то из участников может ждать смерть.Премьера на Netflix 24 мая. 8.  National Geographic собрал звёздный состав (Джулианна Маргулис, Ноа Эммерих и др.) в выходящем 27 мая мини-сериале Горячая зона (The Hot Zone). История о борьбе учёных с вирусом Эбола, который попал на американский континент с африканскими обезьянами и угрожает теперь значительной части человечества. 9.  31 мая на Amazon Prime выходит сериал, заранее обречённый стать культовым. Долгожданная экранизация романа Терри Пратчетта и Нила Геймана Благие знамения (Good Omens). Падший ангел Кроули (Дэвид Теннант) и ангел-букинист Азирафель (Майкл Шин) давно наслаждаются жизнью на Земле и совершенно не готовы эту жизнь драматически менять, поэтому делают всё возможное, чтобы не допустить грядущего пришествия антихриста и Апокалипсиса. Компанию им составляют разнообразные небесные и адские создания, среди которых традиционно  элегантный Джон Хэмм в роли архангела Гавриила. И кстати, это тот случай, когда смотреть сериал с субтитрами не желательно, а обязательно, иначе вы не услышите голоса Смерти, Сатаны и Бога (Байан Кокс, Бенедикт Камбербэтч и Фрэнсис МакДорманд соответственно). 10.  Netflix продолжает пополнять свою линейку сериалов на разных языках мира. Немецкоязычная чёрная комедия с провокационным названием, которое может обеспокоить вашего интернет-провайдера Как продать наркотики он-лайн (быстро) (How to Sell Drugs Online (Fast) выйдет 31 мая. Тема продажи наркотиков как средства решения жизненных проблем не нова. На этот раз главный герой - немецкий старшеклассник Мориц - страдает от того, что любимая девушка предпочла ему драгдилера. Мориц решает побить врага его собственным оружием и при поддержке друга разворачивает крупнейшую в Европе сеть по продаже наркотиков прямо из собственной спальни.   11.  2 июня на AMC стартует сериал Страна рождества (NOS4A2) - экранизация романа Джо Хилла о девушке (Эшли Каммингс), обладающей необычным даром: она умеет находить потерянные вещи, где бы они не находились. Однажды в мире потерянных вещей она сталкивается с Чарли Мэнксом (Закари Куинто) – психопатом, который похищает детей из реального мира и увозит в своё воображение – Страну Рождества. 12.  Городские истории (Tales of the City), Netflix, 7 июня - сериал основан на непереведённой на русский серии книг Амистеда Мопина, действие в которых разворачивается в Сан-Франциско. Мэри-Энн (Лора Линни) возвращается в город, откуда двадцать лет назад уехала в штат Коннектикут делать карьеру. Теперь ей приходится заново выстраивать отношения с бывшим мужем Байаном (Пол Гросс), дочерью Шоной (Эллен Пейдж) и обитателями дома, в котором они живут. 13.  14 июня Amazon Prime Video выложит десять серий Слишком стар, чтобы умереть молодым (Too Old To Die Young) - эстетский сериал культового режиссёра Николаса Виндинга Рефна (“Драйв”, “Неоновый демон”).   Это нуарная история про полицейского (в главной роли Майлз Теллер), которого жизнь случайно затягивает в криминальные разборки с участием и японской якудзы, и русской мафии, и мексиканских киллеров и даже банд американских тинейджеров. 14.  Город на холме (City on a Hill), Showtime, 16 июня - основанная на реальных событиях история борьбы с преступностью в Бостоне в начале 1990х годов, когда молодой окружной прокурор и коррумпированный ветеран ФБР объединяют усилия, в итоге меняя всю юридическую систему в городе. Реальная операция, которая легла в основу сериала, получила название Бостонское чудо. Благодаря комплексу мероприятий в городе значительно сократилось количество случаев использования оружия и домашнего насилия. История вдохновила Бен Аффлека и Мэтта Дэймона, которые стали продюсерами сериала, роль ФБРовца с сомнительной репутацией исполнил Кевин Бэйкон.      15.  Самый громкий голос (The Loudest Voice) - на канале Showtime 30 июня в семи сериях расскажут неоднозначную историю жизни Роджера Айлза - реального существовавшего человека, крупного американского медиаменеджера, главы канала Fox News, который всегда был близок к Республиканской партии, консультировал нескольких президентов-республиканцев, оказывал влияние на политическую жизнь в стране и способствовал приходу к власти нынешнего президента США. Несмотря на то, что Айлз страдал гемофилией, он прожил до 77 лет (умер в 2017м), трижды женился, дважды разводился, а в конце жизни обвинялся в сексуальных домогательствах. Очевидно, что воплотить такой сложный образ на экране может только актёр экстра-класса, в данном случае это искусно загримированный Рассел Кроу. Компанию ему составили Наоми Уоттс, Сиенна Миллер и Джош Чарльз. 16.  В этом обзоре мы не касаемся новых сезонов уже существующих сериалов, но мимо этого случая нельзя пройти: 26 июля на Hulu покажут четвёртый сезон Вероники Марс (Veronica Mars). Сериал о старшекласснице-детективе вышел в 2004 на канале CW и уже тогда особой популярности не получил, но нашёл небольшую армию преданных фанатов, которые не смирились с закрытием сериала после третьего сезона в 2007м. В 2013м они собрали на Kickstarter деньги для съёмок полнометражного фильма. Фильм вышел в 2014, а в сентябре 2018го Hulu объявил о грядущем выходе восьмисерийного продолжения. В роли Вероники Марс всё та же Кристин Белл. 17.  В середине девяностых фильм “Четыре свадьбы и одни похороны” изменил отношение мира к английскому юмору, сделал суперзвездой Хью Гранта и открыл новую страницу в истории британского кино. Летом 2019 (31 июля) на сервисе Hulu мы увидим одноимённый сериал Four Weddings and a Funeral. Сериалом занимается Минди Кейлинг, звезда шестисезонного Проекта Минди (The Mindy Project). Ранее она работала в команде сценаристов Офиса (The Office), то есть, опыт адаптации британского шоу для американской аудитории у неё есть. В списке исполнителей главных ролей нового сериала есть Энди МакДауэлл, сыгравшая главную женскую роль в оригинальном фильме. 18.  Райан Мёрфи, знаковая фигура для современных сериалов (Хор, Американская история ужасов, Вражда, Поза, Части тела, 9-1-1, Королевы крика и др.) 27 сентября представит на Нетфликсе музыкальную комедию Политик (The Politician). Пейтон Хобарт живёт в благополучной солнечной Санта-Барбаре и с семилетнего возраста уверен, что в будущем станет Президентом США, но пока он учится в школе Святого Себастьяна и вынужден постигать азы политической науке на примере школьных дебатов и выборов. Компанию исполняющему главную роль Бену Платту составят Гвинет Пэлтроу, Бетт Миддлер, Дилан МакДермотт и Дженьюари Джонс. 19.  12 ноября The Walt Disney Company запускает собственный стриминговый сервис Disney+. Чтобы старт точно не прошёл незамеченным, Дисней начнёт с сериала Мандалорец (The Mandalorian) - это часть вселенной Звёздных войн, первый неанимационный сериал большой франшизы. События разворачиваются вскоре после истории, рассказанной в х/ф “Возвращение джедая”, после падения Галактической империи, но до появления Первого Ордена. Герой-одиночка мандалорец-наемник выживает где-то на краю Галактики, где не действуют законы всего остального мира. В главной роли суровый Педро Паскаль, в помощь ему сильная женщина Джина Карано и кинолегенда Ник Нолти, а руководит всем процессом производства Джон Фавро. Обещают, что несколько серий снимет любимец публики Тайка Вайтити, он же подарит свой голос одному из персонажей. До конца года ждём ещё несколько несколько громких проектов, точные даты выхода которых пока не объявлены, но страсти по ним уже кипят. 20.  Ведьмак (The Witcher), основанный на популярной серии книг и компьютерных играм по ним, в особом представлении не нуждается. Ещё на этапе разработки сериал лишился поддержки автора литературной основы (Netflix и А.Сапковский не смогли договориться), а позже съёмки сопровождались скандалами вокруг актёрского состава: поклонники то возмущались выбором Генри Кэвилла на главную роль, то сомневались в уместности приглашения небелокожих актёров на другие роли. 21.  Карнивал Роу (Carnival Row) - псевдовикторианский фэнтези-детектив с Орландо Блумом и Карой Делевинь. Город Бург напоминает мрачный Лондон прошлых веков (съёмки велись в Праге), в городе орудует серийный убийца, поисками которого занимается частный детектив. Поиски осложняются тем, что на улицах можно встретить не только обычных людей, но и фей, эльфов, монстров и прочую нечисть, которая только добавляет проблем рядовым гражданам. На ранних этапах к проекту имел отношение Гильермо дель Торо, известный буйной фантазией при создании вымышленных существ, поэтому надеемся как минимум на причудливый визуальный ряд. 22.  Страна Лавкрафта (Lovecraft Country) - HBO-экранизация одноимённого хоррора Мэтта Раффа. Действие разворачивается в 50е годы прошлого века. Главный герой (чернокожий, это важно) возвращается с Корейской войны, путешествует по расистской Америке, открывает в себе колдовские способности, борется с магической нечистью и лавкрафтовскими монстрами - вот такой термоядерный коктейль из социальной драмы и фантастики. ",3
1360,Трейлер второго сезона сериала «Наследники»,"Трейлер второго сезона сериала «Наследники». Один из самых многообещающих сериалов возвращается этим летом.  Логан Рой — могущественный, но стареющий глава международного медийного конгломерата Waystar Royco. В будущем правление компанией должен принять старший сын, но прежде всей семье придется пережить интриги, предательство и неприкрытую борьбу за власть. ",1
1361,Трейлер третьего сезона сериала «Рассказ служанки»,"Трейлер третьего сезона сериала «Рассказ служанки». Первый сезон был хорош, второй был не очень. Посмотрим, что нам покажут в третьем. Сезон стартует 5 июня на Hulu.  «Рассказ служанки» — американский телесериал, основанный на одноимённом романе канадской писательницы Маргарет Этвуд. Премьера сериала состоялась 26 апреля 2017 года. За первый сезон сериал получил премию «Эмми» в номинации «Лучший драматический сериал». Действие происходит в будущем в вымышленном тоталитарном государстве — Республике Гилеад, представляющей собой христианскую теократию. Гилеад находится на территории современных США и постоянно ведёт войну с соседними странами. В будущем только одна из ста женщин способна иметь ребёнка, поэтому в республике женщин из простого народа отправляют в специальные лагеря, где их готовят к исполнению единственной функции — зачатию и рождению детей для офицеров, чьи жёны не способны на это. ",1
1362,"Полноценный трейлер сериала «Общество», вдохновленного романом Уильяма Голдинга «Повелитель мух»","Полноценный трейлер сериала «Общество», вдохновленного романом Уильяма Голдинга «Повелитель мух». В центре сюжета подростки, которые мистическим образом оказались в точной копии их родного города с одной лишь разницей — здесь нет взрослых.  Чтобы разобраться в случившемся и выяснить как попасть домой, им приходится объединяться в альянсы и строить новое общество. Нет родителей. Нет правил. Нет выхода. Премьера 10 мая на Netflix. ",1
1363,Трейлер продолжения «Дедвуд»,"Трейлер продолжения «Дедвуд». Драма с элементами вестерна выходила на HBO c 2004 по 2006 год. Главные роли в сериале исполнили Иэн Макшейн и Тимоти Олифант. Их же мы увидим и в фильме.  Действие будет развиваться спустя 10 лет после событий оригинального сериала, в основе сюжета которого лежали легенды и реальная история основания одноимённого города во времена «золотой лихорадки». ",4
1364,Подводим сериальные итоги апреля,"Подводим сериальные итоги апреля. Голосуем за лучшие новинки апреля.  Каждый месяц мы проводим голосования за лучшие премьеры. Какие новинки успели посмотреть? На что стоит обратить внимание? Рассказывайте😊 Сумеречная зона | The Twilight Zone  Американский сериал-антология, основанный на оригинальном сериале 1959 года, созданном Родом Серлингом. Премьера состоялась 1 апреля 2019 года на потоковом сервисе CBS All Access. «Старый сериал я не смотрела, но рука Джордана Пила чувствуется: мощный социальный подтекст под оболочкой мрачной таинственности. Неплохо, очень неплохо.» — сhewbасса Воин | Warrior  Разборки одного молодого китайца в Сан-Франциско. «Шикарное начало. Актеры все колоритные ребята, кровь льется рекой, ирландцы гопари и великолепный саундтрек. Атмосфера Банши чувствуется в каждом кадре и кажется что сейчас из-за угла выйдет Лукас Худ))» — reaver1 Зыбучий песок | Quicksand/Störst av Allt  От сценаристки «Моста» и «Убийств на Сандхамне» Камиллы Альгрен на основе одноимённого романа Малин Перссон Джиолито. В школе самого богатого пригорода Стокгольма произошла перестрелка, восемнадцатилетняя Майя Норберг обвиняется в причастности к преступлению, в котором погибли её бойфренд и её лучшая подруга. Крепкий скандинавский детектив, как они это умеют. «Феликс потрясающий в этой роли! открылся еще и как хороший актёр! Есть что-то цепляющее в сериале с первых сцен. заинтриговано буду смотреть дальше. шведы радуют.» — mudblood93 Чёрное лето | Black Summer  Посреди зомби-апокалипсиса мать ищет свою дочь. «Ну хз, по пилоту еще ничего не ясно. Но момент от лица зомби понравился :) не хватило только поедания от его лица :)» — lyingfromyou Во тьме | In the Dark  Историю о слепой женщине, ставшей единственным свидетелем убийства своего друга-драгдилера. Она сама начинает искать убийцу и параллельно пытается наладить собственную жизнь. «Ну первая серия пока очень интересная, нравится юмор и пока такой нестандартный сюжет вроде намечается. Отличное сочетание драмы и комедии.» — jerzy Фосс/Вердон | Fosse/Verdon  Закулисье и совместные постановки легендарного хореографа Боба Фосса и танцовщицы Гвен Вердон, которые вместе изменили Бродвей. Для любителей красивых историй. Не все же про зомби смотреть. Джентльмен Джек | Gentleman Jack  Много чудесных актрис вместе в драме HBO о первой женщине-лесбиянке. Пока вышло две серии, но уже можно включить сериал в список для голосования. Связь | Bonding  Нью-Йоркская студентка колледжа социологии изучает человеческую природу не только на лекциях, в свободное от учебы время, она подрабатывает Доминатрикс. В один из дней она встречает своего одноклассника, которому нужны деньги и подряжает его своим помощником. Кто из них смелее в своих желаниях и проявлениях — можно посмотреть. Сериал полностью описывает комментарий volnushkaa: «Я сижу и думаю одновременно „Вау“ и „блять“». Покои | Chambers  Очередной сериал про пересадку огранов и изменение психики человека, их принявшего. Впечатления у зрителей неоднозначные. Тем, кто любит Уму Турман, можно смотреть.         // <![CDATA[ VK.Widgets.Poll(""vk_poll"", {}, ""333149284_b69dde492bfbcb5a9b""); // ]]>  ",1
1365,Новые сериалы с 29 апреля по 5 мая: что смотреть на этой неделе?,"Новые сериалы с 29 апреля по 5 мая: что смотреть на этой неделе?. На этой неделе почти затишье: 4 премьеры, старт последнего сезона «Я Зомби» и 6 сезона «Сотня» на канале The CW.  29 апреля, понедельник Красная линия | The Red Line | СBS Драма о расизме в отдельно взятом Чикаго.  Название сериала относится к скоростной транзитной линии в Чикаго, штат Иллинойс, которой управляет Чикагское транзитное управление как часть городской системы «L». Сюжет «Красной линии» строится на истории, когда белый полицейский по ошибке убивает черного доктора, запуская цепь трагических событий. Это история о трёх семьях, имеющих отношение к случившейся трагедии, рассказанная от лица каждой из них. Пилотный эпизод «Красной линии» был снят Викторией Махони. 1 мая, среда Сотня | The 100 | The CW Несмотря на то, что сериал успел лишиться ряда ключевых персонажей, популярность его оказалась достаточной для продления и вот встречайте — 6 сезон.  Синопис сериала был в том, что группу малолеток, в наказание за совершенные преступления, отправили на Землю проверить можно ли там (здесь) жить. Оказалось можно, но недолго — вас так и норовит кто-нибудь сожрать. Смотрим дальше, кто же будет пытаться съесть оставшихся героев в шестом сезоне. 2 мая, четверг Иден | Eden | Arte Французская социальная драма на популярную тему беженцев и как им жить с этими ребятами.  Серия работ Доминика Молля посвящена проблемам беженцев с разных точек зрения и рассматривает европейскую политику в отношении беженцев. Все начинается с того, что на красивый греческий пляж причаливает лодка с беженцами и пошло поехало: кто-то им сочувствует и хочет помочь, а кто-то считает, что от них одни беды. 3 мая, пятница Тука и Берти | Tuca & Bertie | Netflix Анимационная комедия от создателей Коня БоДжека.  Главные героини комедии «Тука и Берти» — две 30-летние птицы, живущие в одном доме. Тука — беззаботная тусовщица, а Берти — скромная мечтательница. Они прекрасно дополняют друг друга и вместе проходят через череду жизненных взлетов и падений. Я зомби | iZombie | The CW Последний сезон приключений девочки-зомби.  Простая девчонка по имени Лив в первом сезоне отправляется на вечеринку, после которой ее жизнь меняется навсегда — она превращается в зомби и благодаря этому открывает для себя занятные карьерные перспективы, которые, наконец, заканчиваются на 5 сезоне. Возможно, она найдет себе «постоянного» парня. А то, «жестоко каждый раз парня Лив убивать (». 4 мая, суббота Мертв для меня | Dead to Me | Netflix Американский телесериал в жанре чёрной комедии, созданный Лиз Фельдман.  Сюжет повествует о возникшей дружбе между взбалмошной холостячкой с шокирующим прошлым и очень нервной вдовой с черным юмором и проблемами с управлением гневом. Твое милое личико отправится в ад | Your Pretty Face is Going to Hell | Adult Swim Адская комедия от Adult Swim. Если пропустили, то посмотрите. Выходит 4 сезон.  Ад — это огромная корпорация, где черти — сотрудники, сидящие за офисными перегородками, а начальник сам Сатана, недалекий, несправедливый, но с рогами и копытами. Все в «офисе» очень хотят хотя бы недельку отдохнуть на земле, ради чего пытаются всячески услужить Сатане. ... В воскресенье, 5 мая, выйдет на Netflix стартует 3 сезон Патриотического акта Хасана Минхаджа (Patriot Act with Hasan Minhaj), в котором этот товарищ каждое воскресенье рассказывает свою точку зрения на новостную повестку и новая порция Расследований Хайли Дин (Hailey Dean Mysteries). ",2
1366,Трейлер мультипликационной комедии «Тука и Берти»,"Трейлер мультипликационной комедии «Тука и Берти». Новый анимационный сериал от создателей «Коня БоДжека» выйдет на Netflix 3 мая.  Главные героини комедии «Тука и Берти» — две 30-летние птицы, живущие в одном доме. Тука — тукан, беззаботная тусовщица, а Берти — певчий дрозд, скромная мечтательница. Они прекрасно дополняют друг друга и вместе проходят через череду жизненных взлетов и падений. В ролях: Тиффани Хаддиш, Али Вонг Создатель: Лиза Ханавальт ",2
1367,Трейлер второго сезона сериала «Тьма»,"Трейлер второго сезона сериала «Тьма». Долгожданный второй сезон нашумевшего сериала выйдет на Netflix 21 июня и будет состоять из 8 серий.  «Тьма» — первый немецкий сериал Netflix, созданный Бараном бо Одаром и Янтье Фризе. Премьера шоу состоялась 1 декабря 2017. «Тьма» — это жуткий и мрачный детективный сериал, в котором повествование идет в 2019 году и рассказывает об исчезновении двух детей в маленьком немецком городке Винден. Официальный синопсис второго сезона гласит: К основному актёрскому составу присоединились Сандра Боргманн, Винфрид Глатцедер, Дитрих Холлиндербаумер и Сильвестр Грот. ",1
1368,10 коротких сериалов на выходные,"10 коротких сериалов на выходные. Мы приготовили для вас список из десяти мини-сериалов, которые можно посмотреть за выходные. Если вы мучаетесь проблемой выбора, добро пожаловать.  1. Пустая корона | The Hollow Crown 2012  Рейтинг MyShows: 4.3 Драма, Исторический Великобритания, BBC Two UK Общая длительность: 15 часов 24 минуты   Цикл экранизаций исторических пьес Уильяма Шекспира от телеканала ВВС Two, сделанный в лучших английских традициях под общим названием «Пустая корона». Все серии выстроены в виде хроник, которые рассказывают об истории правления британских королей: Ричарда II, Генриха IV и Генриха V в первом сезоне и Ричарда III во втором. Сериал снимался аж 5 лет и в нем снялись очень много выдающихся актеров — Бен Уишоу, Джереми Айронс, Бенедикт Камбербэтч, Джуди Денч. 2. Миллениум | Millennium 2010   Рейтинг MyShows: 4.3 Швеция, SVT1 SE Криминал, Детектив, Триллер Общая длительность: 9 часов   В основу сюжета этого шведского минисериала легла одноименная трилогия писателя Стига Ларссона про журналиста Микаэля Блумквиста и хакершу Лисбет Саландер. Миллениум состоит из шести эпизодов по два на каждую из книг. Микаэль — сдержанный и амбициозный, обладающий острым умом. Лисбет — весьма своеобразная и необычная, гениальная девушка, обожающая загадки. Вместе они будут их раскрывать, конечно, рискуя жизнью. В 2010 году сериал получил звание «Драмы года», а год спустя был награжден премией Эмми. 3. Ночной администратор | The Night Manager 2016   Рейтинг MyShows: 4.12 Великобритания, BBC One UK Драма, Шпионский, Триллер Общая длительность: 6 часов   Шестисерийный минисериал от обладательницы премии Оскар Сюзанны Бир. Главные роли исполнили Том Хидлстон и Хью Лори, а сам сериал был признан лучшим сериалом 2016 года и стал лауреатом многих премий. Сюжет построен по классике шпионских историй и рассказывает бывшем солдате, ныне работнике европейского отеля, который по заданию МИ6 должен войти в доверие крупной преступной организации, занимающейся торговлей оружием. 4. Утопия | Utopia 2013-2014   Рейтинг MyShows: 4.12 Великобритания, Channel 4 UK Драма, Фантастика, Триллер Общая длительность: 10 часов   Британский сериал в жанре фантастического детективного триллера. Он состоит из двух сезонов по 6 серий в каждом. Сюжет рассказывает о пяти молодых людях, в руки которых попадает рукопись «Эксперимент Утопия», легендарный графический роман, окутанный тайной. И теперь им грозит опасность, потому что по следу идет безжалостная секретная организация по имени «Сеть». Сюжетные линии в сериале хаотичны и постоянно переплетаются. Если любите запутанное кино с загадками, подставами и разоблачениями — обязательно посмотрите. 5. Джонатан Стрендж и мистер Норрелл | Jonathan Strange & Mr. Norrell 2015   Рейтинг MyShows: 4.19 Великобритания, BBC One UK Драма, Фэнтези Общая длительность: 7 часов   Опять исторический костюмированный сериал, на этот раз в жанре фэнтези. События происходят в альтернативной версии Англии в период Наполеоновских войн в начале XIX века. Семь часовых эпизодов об английская магии, которая (когда-то утраченная) возвращается благодаря консервативному Гильберту Норреллу и дерзкому новичку Джонатану Стренджу. Этим ребятам предстоит возродить ту самую магию. Мистер Норрелл, не без помощи потусторонних сил, воскрешает невесту высокопоставленного правительственного чиновника, тем самым запускает цепь трагических событий. Жуть. 6. Хорас и Пит | Horace and Pete 2016   Рейтинг MyShows: 4.28 США, LouisCK.net Комедия, Драма Общая длительность: 7 часов 18 минут   Трагикомедия от Луи Си Кея, рассказывающая историю Нью-Йоркского бара, которым уже сто лет владеют поколения Хорасов и Питов. Здесь не подают коктейли, тут нельзя разговаривать по телефону, а приходят сюда с одной целью — провести время за душевной беседой. Идея сериала придумал сам Луи, который сам играет Хораса, неудачника, который не может свести концы с концами с этим баром. Первые эпизоды он делал сам, на свои деньги. Поклонникам юмора этого человека смотреть обязательно. 7. Побег из тюрьмы Даннемора | Escape at Dannemora 2018  Рейтинг MyShows: 3.94 США, SHOWTIME Криминал, Драма Общая длительность: 7 часов 26 минут   Сериал основан реальной истории, которую срежиссировал Бен Стиллер, а в главныз ролях снялись Бенисио Дель Торо, Патрисия Аркетт и Пол Дано. Семь эпизодов этой работы расскажут о побеге из коррекционной тюрьмы в северной части штата Нью-Йорк в 2015 году, о том, как двое заключенных совратили сотрудницу охраны, 51-летняю Джойс Митчел (Патрисия Аркетт), чтобы та помогла им бежать. 8. Плохие банки | Bad Banks 2018   Рейтинг MyShows: 3.38 Германия, Arte Драма, Триллер Общая длительность: 5 часов   Драматический минисериал об интригах в банковской системе, в которой полно эгоизма, интриг и заговоров. Главная героиня сериала талантливая финансистка, которую со скандалом увольняют из Люксембургского банка, но вскоре она получает предложение о новой работе и девушка оказывается разорванной между новыми обязательствами и шантажом со стороны ее бывшего босса. 9. Острые предметы | Sharp Objects 2018   Рейтинг MyShows: 4.24 США, HBO Драма, Детектив Общая длительность: 8 часов   Минисериал с Эми Адамс в главной роли. Снят по одноименному произведению Гиллиан Флинн. По сюжету Камилла Прикер репортер из Чикаго возвращается в свой родной городок с заданием расследовать ужасное убийство девочки-подростка, напоминающее еще одно, более давнее убийство. Камила выросла в этих местах, поэтому редактор решил, что она сможет лучше докопаться до истины. При расследовании главная героиня сталкивается со своим тяжелым прошлым и детскими травмами, смертью сестры и тиранией своей матери, которая больше похожа на паранойю, из-за которых она долгое время провела в сумасшедшем доме… 10. Забытые богом | Godless 2017   Рейтинг MyShows: 4.1 США, Netflix  Драма, Вестерн Общая длительность: 8 часов 10 минут   Это работа Стивена Содерберга. Мрачный и драматичный вестерн с элементами мистики и хоррора. Действие происходит в 1884 году в городке Ла Белль, населенном, по странным обстоятельствам, одними женщинами. Здесь однажды появляется таинственный стрелок Рой Гуд, за которым по пятам идет его бывший напарник, бандит Фрэнк Гриффин. Дело в том, что Рой вдруг решил стать хорошим и выйти из дела, но это не так-то просто. Аминь. ",2
