,title,full_text,comments_count
223,Кинопоиск выпустил трейлер детективного сериала «Водоворот»,"Кинопоиск выпустил трейлер детективного сериала «Водоворот». Премьера криминального шоу об абсолютном зле состоится 27 июня.  Кинопоиск HD опубликовал трейлер детективного триллера «Водоворот», главную роль котором исполнил Владимир Вдовиченков. Сериал расскажет о группе следователей, которые обнаруживают трупы подростков в городском коллекторе. В ходе дела детективы начинают понимать, что за убийствами стоит некое абсолютное зло — водоворот большого города, которое затягивает и уничтожает тех, кого никто не любит и не ищет. Премьера проекта состоится 27 июня на Кинопоиске HD.  ",5
224,Кто эти люди (и где мой конь): что мы знаем о шоураннерах,"Кто эти люди (и где мой конь): что мы знаем о шоураннерах. Мы открываем новости индустрии и читаем про новый сериал от знаменитого шоураннера. Мы знаем, что есть продюсеры, сценаристы, режиссёры, но кто такие, чёрт побери, шоураннеры и чем они занимаются на площадке?  Сегодня наш разговор пойдёт о главных людях в производстве сериалов и их незаменимости (и заменимости). Раскрою карты сразу. Шоураннер — это исполнительный продюсер, сценарист, редактор сценариев и зачастую режиссёр сериала. Или продюсер и сценарист, или продюсер и редактор, или продюсер и режиссёр. Чувствуете закономерность? В общем, шоураннер — всегда создатель шоу или его исполнительный продюсер, а чаще всего — и то, и то. Он может быть кем-то ещё, а может и не быть, но именно шоураннер своей жопой фамилией и лицом отвечает за всё, что происходит с проектом. В кино мы обычно функцией главного рукамимахателя-командыраздавателя на площадке наделяем режиссёра. В сериалах режиссёры подчиняются шоураннеру. Это он с выпученными глазами мечется между площадкой и заказчиками (каналом или стримингом, например), он объясняет режиссёру, что ему нужно увидеть в новом эпизоде, он ночами редактирует сценарии и разжёвывает авторам, что они куда-то не туда ушли, он сидит в монтажной с грустными покрасневшими глазами и, наконец, именно он должен придумать, как растянуть выделенный бюджет на весь сезон и, если что, выпросить ещё денег. В общем, он многорук, многолик и имя ему — исполнительный продюсер (и шоураннер, так просто моднее звучит). Мы подробно рассказывали о продакшен-студиях в одном из выпусков «Телескопа», и теперь самое время вспомнить об этом. Продакшен-студии занимаются непосредственно производством сериалов. Причём, на один проект выходят работать сразу несколько студий. Есть заказчики (дистрибьюторы), есть исполнители (продакшен-студии), где же тут прячется шоураннер? Очень просто — мечется между ними всеми. Иногда шоураннеры стоят во главе студий, занимающихся производством шоу. Например, «Мандалорца» снимала Fairview Entertainment Джона Фавро, а «Удивительную миссис Мейзел» — студия Эми Шерман-Палладино Dorothy Parker Drank Here Productions. Правда, позволить собственные студии себе могут далеко не все — для этого нужен опыт, имя и деньги. Деньги — это главная головная боль всех шоураннеров. Нужно выбить их из заказчика (а расставаться с деньгами никто не любит), причём просить лучше сразу больше, потому что дадут всё равно меньше. Потом нужно правильно этот бюджет расписать и следить за каждым центом, но и не позволять проекту скатываться в ужас, который выпускают на CW или SyFy. Чуть отвернёшься, а там уже перерасход по какой-нибудь статье, гримёры требуют доплаты, а декораторы разбили очень важную вазу (да кто вообще её сюда поставил?!). В итоге у вас снята половина сезона, а деньги уже закончились (такое происходит чаще, чем можно себе представить). Шоураннер по сути работает нянькой для всей съёмочной группы — он должен следить, чтобы ничего не случилось, все были довольны и не скандалили. Любой простой в съёмках — это очень-очень дорого. И при этом он ещё отвечает и за творческую часть — как правило, шоураннеры вырастают из сценаристов. В этом-то и основная проблема профессии — человек должен быть автором и управленцем одновременно. И тут многие сходят с ума. Часто к талантливым авторам (и не очень хорошим управленцам) заказчики нанимают опытных шоураннеров, которые берут на себя всю рутину и следят, чтобы проект не накрылся медным тазом или ещё чем похуже. А бывает, что в проекте просто несколько исполнительных продюсеров/шоураннеров, и они удачно делят обязанности между собой. Шоураннер может уйти из проекта. Например, Брайан Фуллер — отличный сценарист и автор многих хороших сериалов — известен как «сбежавший шоураннер». Так, два года назад он запустил в производство сериалы «Американские боги» и «Звёздный путь: Дискавери» и в обоих случаях ушёл после первого сезона. К счастью, у «Дискавери» остался напарник Фуллера Алекс Куртцман, в итоге ставший единственным автором проекта и сейчас активно его развивающих (к производству готовится ещё пачка сериалов по вселенной стартрека). «Американским богам» повезло сильно меньше. Фуллер ушёл из-за урезания бюджета, следующий назначенный каналом руководитель не справился и был уволен. Сериал надолго застрял в производственном аду. В конце концов, второй сезон выпустили, но лучше бы нет. Кстати, заметили, когда сериал «Сверхъестественное» превратился в придурковатое шоу про мужские задницы? Это случилось сразу после ухода Эрика Крипке. Шоураннер — это имя. Это имя очень дорого стоит, это имя маркирует проект, на него идёт зритель, за него сражаются производители и заказчики контента. Когда индустрией правило телевидение, шоураннер должен был сначала активно предлагать каналам свои идеи, а потом защищать их перед телебоссами. Сейчас, когда классическому телевидению почти капут, стриминги активно переманивают друг у друга шоураннеров и стараются привязать их к себе. Так, Райан Мёрфи обошёлся Netflix в 300 млн долларов. Зато теперь он один за другим выпускает хитовые проекты на самом толерантном сервисе в мире. Обратная сторона медали: создатели «Игры престолов» Бениофф и Уайсс к последнему сезону шоу были главными звёздами индустрии, но после провального финала саги интерес к ним сильно снизился. Индустрия не прощает наплевательского отношения к собственному продукту. Откуда берутся шоураннеры? Чаще всего из сценарной комнаты, где они годами оттачивают мастерство и с любовью складируют свои идеи в ящик, чтобы когда-нибудь попробовать их продать большим боссам с деньгами. Другой тренд, появившийся в последние годы, связан с возросшей популярностью телеиндустрии. В шоураннеры активно идут кинорежиссёры, уставшие от диктатуры продюсеров и желающие творить диктатуру самостоятельно. Но никто не свободен до конца. Прав, к сожалению, всё равно будет тот, кто даёт деньги. Бонус: два сериала для лучшего понимания кухни «Эпизоды» / Episodes (2011–2017) Безумно смешной сериал о телепроизводстве, снятый одним из авторов «Друзей» Дэвидом Крэйном. Правда, те, кто на собственной шкуре испытал радость продакшена, вероятно, местами будут испытывать приступы ПТСР. Это история о том, как додин американский телеканал решил купить для адаптации британское шоу о школе для мальчиков, имеющее невероятный успеха на родине. И выписал для съёмок авторов оригинала из Лондона. Британцы, приехав в Голливуд, довольно быстро осознали, на что они подписались, но сбежать уже не получилось. Отличное пособие по работе ТВ-индустрии для начинающих. Тут вам и продюсеры, и работа сценарной комнаты, и вмешательство канала, и бесконечный свальный грех Голливудского междусобойчика и капризная звезда шоу (роль исполняет Мэтт ЛеБлан, кстати). «Голливуд» / Hollywood (2020) Для Netflix Райан Мёрфи выпустил в 2020 году свой главный манифест о свободе и равенстве для всех и каждого. Причём поместил его в антураж Голливуда конца 40-х. Мёрфи вообще любит поиграть с историей, но здесь он зашёл очень далеко и переписал реальность под себя. В получившейся сказке побеждает любовь и толерантность, чёрная девушка играет главную роль в фильме чёрного гея-сценариста, и оба они получают «Оскар». Несмотря на всю фантастичность происходящего на экране, Мёрфи довольно яркими мазками демонстрирует производственную кухню. Правда, речь здесь идёт о съёмках кино, а не сериала, но акценты расставлены очень грамотно. Режиссёр и сценарист внизу, продюсеры и студия правят всем. Неизбежные компромиссы, отстаивание творческой свободы и прочие неприятности тоже имеют место. И, кстати, Джим Парсонс сыграл здесь свою лучшую роль. ",11
225,"Шоураннер «Бэтвумен» рассказала, как в сериале обыграют уход Руби Роуз","Шоураннер «Бэтвумен» рассказала, как в сериале обыграют уход Руби Роуз. Слухи оказались неправдой: Кэти не убьют.  Кэролайн Дрис, шоураннер сериала «Бэтвумен», отреагировала на слух, что во втором сезоне проекта Кэти Кейн убьют, обыграв таким образом уход из шоу Руби Роуз.  A note from me on behalf of The Bat Team... pic.twitter.com/V6iXjaCrA5 — Caroline Dries (@carolinedries) June 10, 2020    «Как лесбиянка, работающая сценаристом последние 15 лет, я прекрасно знаю о тропе „Похорони своих геев“, и не собираюсь этого делать. Поэтому мне, как шоураннеру, важно развеять любые слухи и недостоверную информацию о Кейт Кейн и рекасте Бэтвумен. Как и вы, я люблю Кейт Кейн — именно из-за нее я и взялась за этот сериал. Мы никогда не „сотрем“ ее [из истории]. На самом деле, ее исчезновение будет одной из загадок второго сезона». Дрис упоминает троп «Похорони своих геев» (Bury your gays) — это популярный сюжетный прием, суть которого в том, что ЛГБТ+ персонажей часто убивают в фильмах и сериалах — нередко насильственными способами. Напомним, что в конце мая стало известно, что Руби Роуз покидает сериал «Бэтвумен» после первого сезона из-за напряженного графика. Авторы шоу решили не закрывать проект, а просто найти новую актрису на главную роль.  ",23
226,Посмотрите трейлер второго сезона «Рокового патруля»,"Посмотрите трейлер второго сезона «Рокового патруля». Встречайте дочь Найлза — Дороти.  HBO Max выпустил трейлер второго сезона супергеройского сериала «Роковой патруль», основанного на одноименном комиксе. Продолжение шоу выйдет именно на этом сервисе, а не на DC Universe. «Роковой патруль» — это команда супергероев-неудачников, руководит которыми Найлз Колдер. И вот однажды он исчезает, и теперь разношерстной компании, состоящей из Роботмена, Сумасшедшей Джейн, Негативного человека, Эластичной Девушки и Киборга, надо отправиться его искать. Во втором сезоне героям придется понять, как вернуть себе нормальный размер и выбраться из ловушки в виде игрушечной гоночной трассы. А также начать разбираться со своими чувствами по поводу предательства Шефа. Премьера новых серий назначена на 25 июня.  ",8
227,Актера из «Флэша» уволили из-за старых оскорбительных твитов,"Актера из «Флэша» уволили из-за старых оскорбительных твитов. По словам шоураннера сериала, посты «разбили ему сердце».  Хартли Сойера, играющего Удлиняющегося Человека в сериале «Флэш», уволили из проекта из-за оскорбительных постов в Твиттере, написанных им в 2012–2014 годах. Он уже принес извинения, но The CW не изменили решения, и Сойер не появится в седьмом сезоне шоу. Актер публиковал твиты расисткого и мизогинного характера, которые на данный момент удалены. В них он, к примеру, шутил о том, что, будучи молодым, любил похищать бездомных женщин и отрезать им грудь, о том, что женщинам нельзя голосовать, или о том, как он избивал бы свою жену. Шоураннер шестого сезона сериала, Эрик Уоллас, написал у себя в Твиттере, что посты Сойера «разбили ему сердце и дико разозлили».  My statement regarding Hartley Sawyer and THE FLASH. pic.twitter.com/hni0MxOWZU — Eric Wallace (@ewrote) June 8, 2020    Грант Гастин, исполнитель главной роли, поддержал Уолласа и также сказал, что огорчился и разозлился из-за твитов Хартли.  ",42
228,Топ-7 залипательных шоу Discovery Channel,"Топ-7 залипательных шоу Discovery Channel. Научно-образовательная передача от Стивена Хокинга, шоу о выживании в диких условиях, сериал об охоте на Унабомбера и, конечно же, «Разрушители легенд».  «Разрушители легенд» / Mythbusters   Специалисты по спецэффектам Джейми Хайнеман и Адам Сэвидж проверяют всевозможные мифы, городские легенды и популярные заблуждения на прочность. Со временем к ним присоединились Тори, Кэри и Грант, которые обычно тестировали мифы отдельно от Джейми и Адама в другой мастерской. В результате экспериментов легенда получала один из статусов: «Подтверждено», «Возможно» или «Разрушено». В начале 2016-го программа закрылась. В 2017 году Discovery возродил передачу уже с новыми ведущими — Джоном Лунгом и Брайаном Лоудэном, победившими в реалити-шоу «Разрушители легенд: Кастинг». Иногда «Разрушители легенд» тестировали и сцены из сериалов: например, они проверяли на реальность финал сериала «Во все тяжкие» и изобретение Хайзенберга или пытались понять, может ли человек, вцепившись в шар на экскаваторе, защитить собой дом, как это делал Гомер Симпсон. «Да, шоу ни больше ни меньше — легендарное! Ещё у меня интернета не было, а я всё равно про этот сериал слышал и эпизодами видел… Спасибо Адаму Сэведжу и Джэми Хайнеману за это супершоу!», — bykov_vitaly.  «Клондайк» / Klondike   Лучшие друзья Билл Хаскелл и Байрон Эпштейн отправляются в Юкон, Канада, где и узнают о золотой лихорадке Клондайка. В попытках найти богатство они мирятся с непредсказуемой погодой, суровевшими условиями и угрозой от опасных и отчаявшихся людей, которые, как и друзья, охотятся за золотом. «Очень интересный сериал! Потрясающие съёмки, потрясающие костюмы, декорации, локации и сама история. Есть несколько вопросов к сценаристам, но эти вопросы незначительные и не отвлекают от сюжета.  Прекрасный актёрский состав, в особенности блестящие Иэн Харт и Тим Рот. Завораживает факт, что вся эта история — реальная, и все персонажи, помимо, естественно, Джека Лондона, действительно испытывали свои силы и свою удачу на Юконе», — actionfazil. «Что можно сказать по итогу? Хороший сериал. Показаны людские пороки. Некоторые эпизоды заставляют поразмыслить и задуматься о человеческой сущности. Хотелось бы для некоторых иной концовки, но ничего не поделаешь. Советую посмотреть :)», — MiZheVika. «Дурацкий, скучный сериал, который не спас даже Тим Рот», — mayurimayuri.  «Охота» / Manhunt   Сериал-антология, основанный на реальных событиях. Первый сезон рассказывал о поисках террориста по прозвищу Унабомбер, рассылавшего самодельные бомбы по почте, и об агенте ФБР по имени Джим Фицджеральд, специалисте по лингвистике, которому все-таки удалось его поймать. Второй сезон сконцентрировался на расследовании теракта на Олимпиаде в Атланте в 1996 году, к которому неожиданно присоединяется охранник Ричард Джуэлл. Он нашел рюкзак с бомбами, помогал эвакуировать людей, а после стал одним из главных подозреваемых и подвергся жуткой травле в медиа. «Шикарный сериал, побольше таких», — g240maks. «Сериал вполне хорошо раскрывает все движущие элементы. Персонажи раскрываются как с хорошей, так и с плохой стороны, не исключая самого Теодора (что его никак не оправдывает)», — _xzvo. «Было очень перспективно, но, к сожалению, слишком скучно и затянуто, зато суд максимально скомканный. Ну так, один раз глянуть можно», — yurkaaaa.  «Выжить любой ценой» / Man vs. Wild   Беар Гриллс — бывший спецназовец Особой воздушной службы (SAS) и путешественник, покоривший Эверест, вместе со съемочной группой приезжает в дикие и отдаленные места и рассказывает, как надо вести себя, чтобы в них выжить. Обычно это леса или джунгли, в которых Беару надо не только не погибнуть, но и найти способ выбраться. У Гриллса с собой нет какого-либо необычного оборудования, чаще всего лишь нож, кремень и фляжка с водой. Перед высадкой на местности он проходит двухдневный инструктаж по безопасности, а также узнает о местных условиях, флоре и фауне.  «Во Вселенную со Стивеном Хокингом» / Into the Universe with Stephen Hawking   Британский физик, профессор Стивен Хокинг рассказывает о самых интригующих загадках Вселенной. Всего в шоу три эпизода: первый — об инопланетянах и вероятности их существования, второй — о путешествиях во времени и о том, возможно ли это, а в последней, называющейся «История всего», рассказывает об истории Вселенной, от ее возникновения до гибели в далеком будущем. «Отличная графика. Интересный рассказ о бесконечной Вселенной и невероятных возможностях возникновения жизни в самых разных её формах», — Sendero. «С одной стороны, меня очень напрягла подача информации в сериале: несколько видео-кусков полностью повторяются, приедаются, плюс еще и информация дается хаотично, зачастую не логично.  <…> Но Хокинг изображал то, чего я еще не видела и этим сериал меня и затянул. Пришельцы, путешествия во времени, создание вселенной и ее края. Последняя третья серия меня очень захватила, перевернув мнение о сериале с середнячка до очень годного сюжета. Хокинг общается с вами с юмором, он развлекается над наукой, фантазирует, даже музыка игривая, веселая — очень понравилась», — platina_vi.  «Харли и братья Дэвидсон» / Harley and the Davidsons   Шоу основано на реальных событиях. В начале XX века Билл и Артур в обычном гараже в городе Милуоки собрали велосипед с мотором. Именно в этом гараже началась история компании Harley-Davidson Motor Company и ее основателей — Уильяма Харли и братьев Дэвидсон. Но на пути к мечте и грандиозному успеху каждого из них ждало множество трудностей и испытаний. «Фантастический сериал от первой до последней минуты. История людей и байков искусно переплетена воедино, одно не стоит выше другого. И отдельное спасибо за изложение истории, вроде и знаешь, что у ХД все отлично, но каждую передрягу, каждое решение глубоко переживаешь», — Эпизоды. «10\10. Даже тем, кому тема мотоциклов до лампочки. Есть всё, сопереживание героям каждую минуту, снят очень качественно», — loginid. «Случайно наткнулась на этот сериал и осталась в полном восторге от него! Поэтому я очень удивлена, что раньше о нём ничего не слышала. Не знаю, насколько тут правдивый сюжет, но он прекрасен. Отличные актёры, притягательные персонажи, красивая картинка. Проглотила все серии за раз и осталась под огромным впечатлением. Он идёт в копилку к лучшим сериалам, что я смотрела», — v_obchem_volk.  «Искривление времени» / Time Warp   Джефф Либерман — ученый Массачусетского технологического института, преподаватель и художник, вместе с Мэттом Кирни, экспертом по высокоскоростным камерам, используют такие камеры для изучения повседневных событий. Шоу рассматривает их в замедленной съемке, раскрывая разные физические принципы. Например, они исследуют такие вещи, как капля воды, взрывы, выстрелы, балетные танцы или кукурузная мука. «Интересно посмотреть на разные процессы», — shakudancer. «У этого антинаучного говна стоят теги «научный» и «образовательный», что является настоящим оскорблением здравого смысла. Если вы пришли сюда для того, чтобы посмотреть на интересные процессы, которые можно увидеть только при использовании камер с высокой скоростью съёмки, то у меня для вас плохие новости.  <…> Интересные или хотя бы неплохие сюжеты можно пересчитать по пальцам одной руки. Ещё и свободные останутся. Среди гостей не было ни одного учёного — сплошь фрики и городские сумасшедшие. Количество фриков и кривляний растёт экспоненциально на протяжении двух сезонов», — deemashqee.  ",7
229,Вышел трейлер нового карантинного сериала Семена Слепакова «Окаянные дни» ,"Вышел трейлер нового карантинного сериала Семена Слепакова «Окаянные дни» . Премьера — 11 июня.  На ТНТ-Premier вышел трейлер нового скринлайф-проекта Семена Слепакова «Окаянные дни». Вместе со Слепаковым над сценарием сериала работал Максим Туханин — автор «Домашнего ареста». «Окаянные дни» — это сборник новелл о нелепых и абсурдных ситуациях, произошедших в самоизоляции. В главных ролях в сериале снялись Федор Бондарчук, Анна Михалкова, Павел Деревянко, Владимир Епифанцев и другие. Последний, кстати, также значится одним из режиссеров, как и Петр Буслов, Роман Волобуев, Ирина Вилкова. Премьера шоу состоится 11 июня на ТНТ-Premier. ",17
230,Режиссёр «Чернобыля» снимет пилот сериала по The Last of Us ,"Режиссёр «Чернобыля» снимет пилот сериала по The Last of Us . И не исключил, что займется и остальными.  Йохан Ренк, режиссёр «Чернобыля» и обладатель премии «Эмми», поставит и спродюсирует пилотный эпизод нового сериала HBO, основанного на игре The Last of Us. При этом Ренк не исключил возможность работы и над последующими сериями проекта. Сюжет сериала будет основан на оригинальной игре и частично на сиквеле. Действие игры происходит в постапокалиптическом будущем после глобальной эпидемии. Шоу напишут и спродюсируют сценарист «Чернобыля» Крэйг Мэйзин и Нил Дракманн, сценарист и креативный директор игры. Ренк рассказал, что он обсуждал с Мэйзином и Дракманном детали шоу и другие важные моменты, так как они хотят выпустить и правда качественный продукт. Пока что премьера сериала намечена на конец 2021 года. ",21
231,Spectrum перенес премьеру второго сезона «Лучших в Лос-Анджелесе»,"Spectrum перенес премьеру второго сезона «Лучших в Лос-Анджелесе». Первый эпизод должен был выйти сегодня.  Spectrum решил перенести премьеру второго сезона полицейского сериала «Лучшие в Лос-Анджелесе». Первый эпизод, который должен был выйти 8 июня, теперь появится в эфире кабельного канала позднее — точная дата пока не известна. Такое решение Spectrum принял из-за продолжающихся в США протестов против полицейской жестокости и расизма. Сид Бернетт — бывшая спецагент отдела по борьбе с наркоторговлей, которая теперь служит детективом полиции в Лос-Анджелесе. Ее новый партер — Нэнси Маккенна, работающая мать. У обеих девушек сложное прошлое, вынуждающее их скрывать информацию о себе, но вместе, сражаясь с самыми опасными преступниками города, они становятся настоящей силой, с которой приходится считаться — на улицах и в жизнях друг друга. Во втором сезоне их партнерство станет лишь крепче, пока Сид и Нэнси будут бороться с наркобаронами и даже расторгать браки.  ",11
232,Что посмотреть на этой неделе? Премьеры сериалов 8 — 14 июня,"Что посмотреть на этой неделе? Премьеры сериалов 8 — 14 июня. Новый мультсериал для взрослых от создателей «Робоцыпа», итальянский хоррор-фэнтези о проклятом городе и «карантинная» комедия с Дэвидом Теннантом и Майклом Шином.  10 июня, среда — «Курон» / Curon   Спустя 17 лет после трагических событий, вынудивших ее покинуть Курон, женщина с детьми-близнецами возвращается домой. Все кажется относительно нормальным лишь до того, когда мать исчезает, и дети быстро обнаруживают, что город проклят: едва заслышав звон колоколов старой церковной башни, подавленные чувства вновь возвращаются.  10 июня — Reality Z   Во время съемок одного из реалити в Бразилии, Рио-де-Жанейро подвергается нападению зомби. Участники этого шоу спасаются в телестудии, но все указывает на то, что это было не очень хорошей идеей.  10 июня — Staged   New comedy series #Staged, starring #DavidTennant and @MichaelSheen, is coming to @BBCOne in June. Here's a little taster of what you can expect: https://t.co/xmzxmmVHSR pic.twitter.com/hehqJg8OX2 — BBC Press Office (@bbcpress) May 22, 2020  В центре сюжета проекта — актеры театральной постановки на Вест-Энде, которые сидят дома из-за карантина, но все равно продолжают работать, репетируя по видеосвязи.  12 июня, пятница — «Круглосуточный магазин Сэт Бёль» / Backstreet Rookie   Шоу, основанное на популярном веб-комиксе, расскажет о Чхве Дэ Хёне, который купил собственный круглосуточный магазин и теперь ищет помощника для работы в ночную смену. К нему устраивается эксцентричная студентка Чон Сэт Бёль.  12 июня — «Скрещенные мечи» / Crossing Swords   Новое шоу от авторов «Робоцыпа». Патрик — добросердечный крестьянин, получивший желанную должность оруженосца в Королевском замке. Но работа его мечты быстро превращается в кошмар, когда он узнает, что его любимым Королевством управляет кучка похотливых и коррумпированных монархов, мошенников и шарлатанов.  12 июня — The Head   На Южном полюсе наступила зима, и солнце скоро исчезнет на следующие шесть месяцев. Но небольшая группа ученых все равно остается на антарктической исследовательской станции Polaris VI, чтобы продолжить свои исследования. Спустя шесть месяцев коммандер Йохан Берг возвращается на станцию и обнаруживает, что все члены команды либо мертвы, либо пропали без вести.  14 июня, воскресенье — «Отравления в Солсбери» / The Salisbury Poisonings   Шоу расскажет об отравлении нервно-паралитическим веществом «Новичок» Сергея Скрипаля и его дочери Юлии. Проект сконцентрируется на реакции города и его жителей на инцидент.  ",23
233,Звезда «Теории большого взрыва» не видела ни одной серии сериала,"Звезда «Теории большого взрыва» не видела ни одной серии сериала. А также рассказала о возможности реюниона.  Маим Бялик, известная по роли Эми Фарры Фаулер из сериала «Теория Большого Взрыва», дала интервью изданию Metro, в котором рассказала о том, что не видела ни одного полного эпизода сериала, а также о том, стоит ли ждать реюниона. «Я не смотрю себя на телевидении. Я никогда не садилась и не смотрела серию нашего сериала. Видела отрывки, когда они показывали их аудитории, но нет, я не смотрю на себя в телевизоре». Бялик опровергла слухи о якобы планируемом реюнионе. Она утверждает, что, несмотря на теплые отношения между актерами, воссоединения все же ждать не стоит: у всего каста невероятно напряжённый график, так что у них просто нет времени. Также Бялик упомянула о юридических сложностях такого мероприятия. До этого актриса также рассказывала, что не позволяет своим сыновьям смотреть «Теорию большого взрыва», так как там много слишком взрослых для них шуток, которые она пока не готова объяснить.  ",22
